Tanggal & Waktu,ID Struk,Status Pembayaran,ID / Kode Outlet,Outlet,Tipe Penjualan,Kasir,No. Hp Pelanggan,Nama Pelanggan,SKU,Nama Produk,Kategori,Jumlah Produk,Harga Produk,Penjualan Kotor,Diskon Produk,Subtotal,Diskon Transaksi,Service Charge,Pajak,Pembulatan,Poin Ditukar,Biaya Admin,Total,Metode Pembayaran,Fee,Pembayaran,Alasan Pembatalan,Catatan Transaksi,Catatan Custom Amount,Pawoon Order No.,Grab Food No.,Partner Reff. Number,Partner Trace No & RRN,Issuer Name,Paid By,Kode Voucher
01-12-2025 10:42:39,46GONSA99BTY,Success,OT-374334,AYAM SERAYU - CABANG 1,Take Away,Dimas,,,FOOD007,Bebek Goreng - Dada,Makanan,1,"35,000","35,000",0,"35,000",0,0,0,0,0,0,"99,000",Qris Gopay,0,"99,000",,,,PWN-46GONS,,,,,,
01-12-2025 10:42:39,46GONSA99BTY,Success,OT-374334,AYAM SERAYU - CABANG 1,Take Away,Dimas,,,DRINK08,Es Campur Serayu,Minuman,3,"18,000","54,000",0,"54,000",0,0,0,0,0,0,"99,000",Qris Gopay,0,"99,000",,,,PWN-46GONS,,,,,,
01-12-2025 10:42:52,4WLBG0MY1GFI,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Budi,,Cust_835,SNACK02,Usus Goreng Crispy,Makanan,1,"19,000","19,000",0,"19,000",0,0,0,0,0,0,"49,000",Qris Gopay,0,"49,000",,,,PWN-4WLBG0,,,,,,
01-12-2025 10:42:52,4WLBG0MY1GFI,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Budi,,Cust_835,DRINK08,Es Campur Serayu,Minuman,1,"18,000","18,000",0,"18,000",0,0,0,0,0,0,"49,000",Qris Gopay,0,"49,000",,,,PWN-4WLBG0,,,,,,
01-12-2025 10:42:52,4WLBG0MY1GFI,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Budi,,Cust_835,SNACK06,Cah Kangkung Terasi,Makanan,1,"12,000","12,000",0,"12,000",0,0,0,0,0,0,"49,000",Qris Gopay,0,"49,000",,,,PWN-4WLBG0,,,,,,
01-12-2025 10:48:38,3YDODZS96QLQ,Success,OT-374333,AYAM SERAYU - PUSAT,Dine in,Rina,,,SNACK02,Usus Goreng Crispy,Makanan,1,"19,000","19,000",0,"19,000",0,0,0,0,0,0,"144,000",Qris ShopeePay,0,"144,000",,,,PWN-3YDODZ,,,,,,
01-12-2025 10:48:38,3YDODZS96QLQ,Success,OT-374333,AYAM SERAYU - PUSAT,Dine in,Rina,,,FOOD010,Nila Goreng Terbang,Makanan,3,"25,000","75,000",0,"75,000",0,0,0,0,0,0,"144,000",Qris ShopeePay,0,"144,000",,,,PWN-3YDODZ,,,,,,
01-12-2025 10:48:38,3YDODZS96QLQ,Success,OT-374333,AYAM SERAYU - PUSAT,Dine in,Rina,,,DRINK07,Jus Alpukat,Minuman,1,"15,000","15,000",0,"15,000",0,0,0,0,0,0,"144,000",Qris ShopeePay,0,"144,000",,,,PWN-3YDODZ,,,,,,
01-12-2025 10:48:38,3YDODZS96QLQ,Success,OT-374333,AYAM SERAYU - PUSAT,Dine in,Rina,,,FOOD008,Bebek Goreng - Paha,Makanan,1,"35,000","35,000",0,"35,000",0,0,0,0,0,0,"144,000",Qris ShopeePay,0,"144,000",,,,PWN-3YDODZ,,,,,,
01-12-2025 10:49:02,F6UBSSL32L78,Success,OT-374334,AYAM SERAYU - CABANG 1,Online Delivery,Rina,,,SIDE003,Nasi Merah,Makanan,1,"6,000","6,000",0,"6,000",0,0,0,0,0,0,"109,000",Qris ShopeePay,0,"109,000",,,,PWN-F6UBSS,GRB-5102,,,,,
01-12-2025 10:49:02,F6UBSSL32L78,Success,OT-374334,AYAM SERAYU - CABANG 1,Online Delivery,Rina,,,FOOD005,Ayam Bakar Madu - Dada,Makanan,3,"31,000","93,000",0,"93,000",0,0,0,0,0,0,"109,000",Qris ShopeePay,0,"109,000",,,,PWN-F6UBSS,GRB-9414,,,,,
01-12-2025 10:49:02,F6UBSSL32L78,Success,OT-374334,AYAM SERAYU - CABANG 1,Online Delivery,Rina,,,DRINK04,Jeruk Panas,Minuman,1,"10,000","10,000",0,"10,000",0,0,0,0,0,0,"109,000",Qris ShopeePay,0,"109,000",,,,PWN-F6UBSS,GRB-9916,,,,,
01-12-2025 10:49:36,ODGBIV4G9PL7,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Budi,,,SNACK09,Kerupuk Putih,Makanan,1,"2,000","2,000",0,"2,000",0,0,0,0,0,0,"2,000",Tunai,0,"2,000",,,,PWN-ODGBIV,,,,,,
01-12-2025 10:52:44,2CYOB06DGA0A,Success,OT-374333,AYAM SERAYU - PUSAT,Take Away,Rina,,Cust_100,DRINK01,Es Teh Manis,Minuman,1,"6,000","6,000",0,"6,000",0,0,0,0,0,0,"16,000",Tunai,0,"16,000",,,,PWN-2CYOB0,,,,,,
01-12-2025 10:52:44,2CYOB06DGA0A,Success,OT-374333,AYAM SERAYU - PUSAT,Take Away,Rina,,Cust_100,DRINK03,Es Jeruk Peras,Minuman,1,"10,000","10,000",0,"10,000",0,0,0,0,0,0,"16,000",Tunai,0,"16,000",,,,PWN-2CYOB0,,,,,,
01-12-2025 10:53:09,VIFZSRWCPZTV,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Rina,,,DRINK07,Jus Alpukat,Minuman,3,"15,000","45,000",0,"45,000",0,0,0,0,0,0,"70,000",Qris ShopeePay,0,"70,000",,,,PWN-VIFZSR,,,,,,
01-12-2025 10:53:09,VIFZSRWCPZTV,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Rina,,,FOOD010,Nila Goreng Terbang,Makanan,1,"25,000","25,000",0,"25,000",0,0,0,0,0,0,"70,000",Qris ShopeePay,0,"70,000",,,,PWN-VIFZSR,,,,,,
01-12-2025 10:53:59,4ONTS7HVKB6I,Success,OT-374333,AYAM SERAYU - PUSAT,Dine in,Budi,,Cust_871,DRINK07,Jus Alpukat,Minuman,1,"15,000","15,000",0,"15,000",0,0,0,0,0,0,"56,000",Tunai,0,"56,000",,,,PWN-4ONTS7,,,,,,
01-12-2025 10:53:59,4ONTS7HVKB6I,Success,OT-374333,AYAM SERAYU - PUSAT,Dine in,Budi,,Cust_871,DRINK01,Es Teh Manis,Minuman,1,"6,000","6,000",0,"6,000",0,0,0,0,0,0,"56,000",Tunai,0,"56,000",,,,PWN-4ONTS7,,,,,,
01-12-2025 10:53:59,4ONTS7HVKB6I,Success,OT-374333,AYAM SERAYU - PUSAT,Dine in,Budi,,Cust_871,FOOD008,Bebek Goreng - Paha,Makanan,1,"35,000","35,000",0,"35,000",0,0,0,0,0,0,"56,000",Tunai,0,"56,000",,,,PWN-4ONTS7,,,,,,
01-12-2025 10:55:36,24P3KYWUR9Z1,Success,OT-374333,AYAM SERAYU - PUSAT,Take Away,Fikri,,,FOOD010,Nila Goreng Terbang,Makanan,1,"25,000","25,000",0,"25,000",0,0,0,0,0,0,"203,000",GrabFood,0,"203,000",,,,PWN-24P3KY,,,,,,
01-12-2025 10:55:36,24P3KYWUR9Z1,Success,OT-374333,AYAM SERAYU - PUSAT,Take Away,Fikri,,,FOOD004,Ayam Goreng Kremes - Paha,Makanan,1,"30,000","30,000",0,"30,000",0,0,0,0,0,0,"203,000",GrabFood,0,"203,000",,,,PWN-24P3KY,,,,,,
01-12-2025 10:55:36,24P3KYWUR9Z1,Success,OT-374333,AYAM SERAYU - PUSAT,Take Away,Fikri,,,FOOD005,Ayam Bakar Madu - Dada,Makanan,2,"31,000","62,000",0,"62,000",0,0,0,0,0,0,"203,000",GrabFood,0,"203,000",,,,PWN-24P3KY,,,,,,
01-12-2025 10:55:36,24P3KYWUR9Z1,Success,OT-374333,AYAM SERAYU - PUSAT,Take Away,Fikri,,,SNACK05,Tempe Goreng,Makanan,1,"3,000","3,000",0,"3,000",0,0,0,0,0,0,"203,000",GrabFood,0,"203,000",,,,PWN-24P3KY,,,,,,
01-12-2025 10:55:36,24P3KYWUR9Z1,Success,OT-374333,AYAM SERAYU - PUSAT,Take Away,Fikri,,,SNACK06,Cah Kangkung Terasi,Makanan,2,"12,000","24,000",0,"24,000",0,0,0,0,0,0,"203,000",GrabFood,0,"203,000",,,,PWN-24P3KY,,,,,,
01-12-2025 10:55:36,24P3KYWUR9Z1,Success,OT-374333,AYAM SERAYU - PUSAT,Take Away,Fikri,,,FOOD001,Ayam Goreng Serayu - Dada,Makanan,1,"29,000","29,000",0,"29,000",0,0,0,0,0,0,"203,000",GrabFood,0,"203,000",,,,PWN-24P3KY,,,,,,
01-12-2025 10:55:36,24P3KYWUR9Z1,Success,OT-374333,AYAM SERAYU - PUSAT,Take Away,Fikri,,,FOOD003,Ayam Goreng Kremes - Dada,Makanan,1,"30,000","30,000",0,"30,000",0,0,0,0,0,0,"203,000",GrabFood,0,"203,000",,,,PWN-24P3KY,,,,,,
01-12-2025 10:55:49,S4KTF97EKV0Y,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Siti,,,SNACK04,Tahu Goreng,Makanan,1,"3,000","3,000",0,"3,000",0,0,0,0,0,0,"26,000",GoFood,0,"26,000",,,,PWN-S4KTF9,,,,,,
01-12-2025 10:55:49,S4KTF97EKV0Y,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Siti,,,SNACK02,Usus Goreng Crispy,Makanan,1,"19,000","19,000",0,"19,000",0,0,0,0,0,0,"26,000",GoFood,0,"26,000",,,,PWN-S4KTF9,,,,,,
01-12-2025 10:55:49,S4KTF97EKV0Y,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Siti,,,SNACK08,Sambal Dadak,Makanan,1,"4,000","4,000",0,"4,000",0,0,0,0,0,0,"26,000",GoFood,0,"26,000",,,,PWN-S4KTF9,,,,,,
01-12-2025 10:56:26,FZICZGTC4MJ2,Success,OT-374333,AYAM SERAYU - PUSAT,Dine in,Siti,,,DRINK04,Jeruk Panas,Minuman,2,"10,000","20,000",0,"20,000",0,0,0,0,0,0,"63,000",Qris ShopeePay,0,"63,000",,,,PWN-FZICZG,,,,,,
01-12-2025 10:56:26,FZICZGTC4MJ2,Success,OT-374333,AYAM SERAYU - PUSAT,Dine in,Siti,,,FOOD003,Ayam Goreng Kremes - Dada,Makanan,1,"30,000","30,000",0,"30,000",0,0,0,0,0,0,"63,000",Qris ShopeePay,0,"63,000",,,,PWN-FZICZG,,,,,,
01-12-2025 10:56:26,FZICZGTC4MJ2,Success,OT-374333,AYAM SERAYU - PUSAT,Dine in,Siti,,,SNACK07,Tumis Toge Ikan Asin,Makanan,1,"13,000","13,000",0,"13,000",0,0,0,0,0,0,"63,000",Qris ShopeePay,0,"63,000",,,,PWN-FZICZG,,,,,,
01-12-2025 10:57:07,ZD9AVKUXZJVN,Success,OT-374334,AYAM SERAYU - CABANG 1,Online Delivery,Rina,,,FOOD008,Bebek Goreng - Paha,Makanan,1,"35,000","35,000",0,"35,000",0,0,0,0,0,0,"96,000",GoFood,0,"96,000",,,,PWN-ZD9AVK,GRB-6271,,,,,
01-12-2025 10:57:07,ZD9AVKUXZJVN,Success,OT-374334,AYAM SERAYU - CABANG 1,Online Delivery,Rina,,,FOOD005,Ayam Bakar Madu - Dada,Makanan,1,"31,000","31,000",0,"31,000",0,0,0,0,0,0,"96,000",GoFood,0,"96,000",,,,PWN-ZD9AVK,GRB-1451,,,,,
01-12-2025 10:57:07,ZD9AVKUXZJVN,Success,OT-374334,AYAM SERAYU - CABANG 1,Online Delivery,Rina,,,FOOD003,Ayam Goreng Kremes - Dada,Makanan,1,"30,000","30,000",0,"30,000",0,0,0,0,0,0,"96,000",GoFood,0,"96,000",,,,PWN-ZD9AVK,GRB-2294,,,,,
01-12-2025 10:57:52,7P8KMSCJS6NZ,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Dimas,,Cust_795,SNACK03,Jamur Enoki Crispy,Makanan,1,"15,000","15,000",0,"15,000",0,0,0,0,0,0,"27,000",GoFood,0,"27,000",,,,PWN-7P8KMS,,,,,,
01-12-2025 10:57:52,7P8KMSCJS6NZ,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Dimas,,Cust_795,SNACK06,Cah Kangkung Terasi,Makanan,1,"12,000","12,000",0,"12,000",0,0,0,0,0,0,"27,000",GoFood,0,"27,000",,,,PWN-7P8KMS,,,,,,
01-12-2025 10:58:35,TEFXF3LMEAIO,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Nabila,,,SNACK08,Sambal Dadak,Makanan,1,"4,000","4,000",0,"4,000",0,0,0,0,0,0,"37,000",Qris ShopeePay,0,"37,000",,,,PWN-TEFXF3,,,,,,
01-12-2025 10:58:35,TEFXF3LMEAIO,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Nabila,,,SNACK08,Sambal Dadak,Makanan,1,"4,000","4,000",0,"4,000",0,0,0,0,0,0,"37,000",Qris ShopeePay,0,"37,000",,,,PWN-TEFXF3,,,,,,
01-12-2025 10:58:35,TEFXF3LMEAIO,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Nabila,,,FOOD001,Ayam Goreng Serayu - Dada,Makanan,1,"29,000","29,000",0,"29,000",0,0,0,0,0,0,"37,000",Qris ShopeePay,0,"37,000",,,,PWN-TEFXF3,,,,,,
01-12-2025 10:59:39,RMV1OU773I4O,Success,OT-374334,AYAM SERAYU - CABANG 1,Online Delivery,Fikri,,Cust_513,SNACK09,Kerupuk Putih,Makanan,1,"2,000","2,000",0,"2,000",0,0,0,0,0,0,"8,000",Qris Gopay,0,"8,000",,,,PWN-RMV1OU,GRB-8016,,,,,
01-12-2025 10:59:39,RMV1OU773I4O,Success,OT-374334,AYAM SERAYU - CABANG 1,Online Delivery,Fikri,,Cust_513,DRINK01,Es Teh Manis,Minuman,1,"6,000","6,000",0,"6,000",0,0,0,0,0,0,"8,000",Qris Gopay,0,"8,000",,,,PWN-RMV1OU,GRB-2655,,,,,
01-12-2025 10:59:48,UY1F6FJNSB3G,Success,OT-374333,AYAM SERAYU - PUSAT,Take Away,Fikri,,,DRINK09,Kopi Hitam,Minuman,1,"8,000","8,000",0,"8,000",0,0,0,0,0,0,"97,000",Qris ShopeePay,0,"97,000",,,,PWN-UY1F6F,,,,,,
01-12-2025 10:59:48,UY1F6FJNSB3G,Success,OT-374333,AYAM SERAYU - PUSAT,Take Away,Fikri,,,FOOD001,Ayam Goreng Serayu - Dada,Makanan,1,"29,000","29,000",0,"29,000",0,0,0,0,0,0,"97,000",Qris ShopeePay,0,"97,000",,,,PWN-UY1F6F,,,,,,
01-12-2025 10:59:48,UY1F6FJNSB3G,Success,OT-374333,AYAM SERAYU - PUSAT,Take Away,Fikri,,,FOOD004,Ayam Goreng Kremes - Paha,Makanan,1,"30,000","30,000",0,"30,000",0,0,0,0,0,0,"97,000",Qris ShopeePay,0,"97,000",,,,PWN-UY1F6F,,,,,,
01-12-2025 10:59:48,UY1F6FJNSB3G,Success,OT-374333,AYAM SERAYU - PUSAT,Take Away,Fikri,,,FOOD004,Ayam Goreng Kremes - Paha,Makanan,1,"30,000","30,000",0,"30,000",0,0,0,0,0,0,"97,000",Qris ShopeePay,0,"97,000",,,,PWN-UY1F6F,,,,,,
01-12-2025 11:00:59,8KYUI4CP8QR4,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Dimas,,,DRINK07,Jus Alpukat,Minuman,1,"15,000","15,000",0,"15,000",0,0,0,0,0,0,"27,000",Tunai,0,"27,000",,,,PWN-8KYUI4,,,,,,
01-12-2025 11:00:59,8KYUI4CP8QR4,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Dimas,,,DRINK10,Es Kopi Susu,Minuman,1,"12,000","12,000",0,"12,000",0,0,0,0,0,0,"27,000",Tunai,0,"27,000",,,,PWN-8KYUI4,,,,,,
01-12-2025 11:02:02,X01SVAYVXCSC,Success,OT-374333,AYAM SERAYU - PUSAT,Dine in,Budi,,,SNACK07,Tumis Toge Ikan Asin,Makanan,1,"13,000","13,000",0,"13,000",0,0,0,0,0,0,"52,000",Qris Gopay,0,"52,000",,,,PWN-X01SVA,,,,,,
01-12-2025 11:02:02,X01SVAYVXCSC,Success,OT-374333,AYAM SERAYU - PUSAT,Dine in,Budi,,,DRINK05,Air Mineral Botol,Minuman,1,"6,000","6,000",0,"6,000",0,0,0,0,0,0,"52,000",Qris Gopay,0,"52,000",,,,PWN-X01SVA,,,,,,
01-12-2025 11:02:02,X01SVAYVXCSC,Success,OT-374333,AYAM SERAYU - PUSAT,Dine in,Budi,,,DRINK04,Jeruk Panas,Minuman,2,"10,000","20,000",0,"20,000",0,0,0,0,0,0,"52,000",Qris Gopay,0,"52,000",,,,PWN-X01SVA,,,,,,
01-12-2025 11:02:02,X01SVAYVXCSC,Success,OT-374333,AYAM SERAYU - PUSAT,Dine in,Budi,,,SNACK07,Tumis Toge Ikan Asin,Makanan,1,"13,000","13,000",0,"13,000",0,0,0,0,0,0,"52,000",Qris Gopay,0,"52,000",,,,PWN-X01SVA,,,,,,
01-12-2025 11:02:42,11W15YU0KB86,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Siti,,,DRINK06,Es Kelapa Muda,Minuman,3,"12,000","36,000",0,"36,000",0,0,0,0,0,0,"63,000",Debit BCA,0,"63,000",,,,PWN-11W15Y,,,,,,
01-12-2025 11:02:42,11W15YU0KB86,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Siti,,,SNACK09,Kerupuk Putih,Makanan,1,"2,000","2,000",0,"2,000",0,0,0,0,0,0,"63,000",Debit BCA,0,"63,000",,,,PWN-11W15Y,,,,,,
01-12-2025 11:02:42,11W15YU0KB86,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Siti,,,FOOD010,Nila Goreng Terbang,Makanan,1,"25,000","25,000",0,"25,000",0,0,0,0,0,0,"63,000",Debit BCA,0,"63,000",,,,PWN-11W15Y,,,,,,
01-12-2025 11:03:03,JDNI47F17Z5H,Success,OT-374333,AYAM SERAYU - PUSAT,Dine in,Siti,,,FOOD006,Ayam Bakar Madu - Paha,Makanan,1,"31,000","31,000",0,"31,000",0,0,0,0,0,0,"68,000",Tunai,0,"68,000",,,,PWN-JDNI47,,,,,,
01-12-2025 11:03:03,JDNI47F17Z5H,Success,OT-374333,AYAM SERAYU - PUSAT,Dine in,Siti,,,SNACK04,Tahu Goreng,Makanan,1,"3,000","3,000",0,"3,000",0,0,0,0,0,0,"68,000",Tunai,0,"68,000",,,,PWN-JDNI47,,,,,,
01-12-2025 11:03:03,JDNI47F17Z5H,Success,OT-374333,AYAM SERAYU - PUSAT,Dine in,Siti,,,SNACK04,Tahu Goreng,Makanan,1,"3,000","3,000",0,"3,000",0,0,0,0,0,0,"68,000",Tunai,0,"68,000",,,,PWN-JDNI47,,,,,,
01-12-2025 11:03:03,JDNI47F17Z5H,Success,OT-374333,AYAM SERAYU - PUSAT,Dine in,Siti,,,FOOD006,Ayam Bakar Madu - Paha,Makanan,1,"31,000","31,000",0,"31,000",0,0,0,0,0,0,"68,000",Tunai,0,"68,000",,,,PWN-JDNI47,,,,,,
01-12-2025 11:06:32,Q44VS0VY5G6C,Success,OT-374333,AYAM SERAYU - PUSAT,Take Away,Siti,,,SIDE003,Nasi Merah,Makanan,1,"6,000","6,000",0,"6,000",0,0,0,0,0,0,"57,000",Debit BCA,0,"57,000",,,,PWN-Q44VS0,,,,,,
01-12-2025 11:06:32,Q44VS0VY5G6C,Success,OT-374333,AYAM SERAYU - PUSAT,Take Away,Siti,,,FOOD010,Nila Goreng Terbang,Makanan,1,"25,000","25,000",0,"25,000",0,0,0,0,0,0,"57,000",Debit BCA,0,"57,000",,,,PWN-Q44VS0,,,,,,
01-12-2025 11:06:32,Q44VS0VY5G6C,Success,OT-374333,AYAM SERAYU - PUSAT,Take Away,Siti,,,SNACK07,Tumis Toge Ikan Asin,Makanan,2,"13,000","26,000",0,"26,000",0,0,0,0,0,0,"57,000",Debit BCA,0,"57,000",,,,PWN-Q44VS0,,,,,,
01-12-2025 11:07:16,PCTZNV5DIYYA,Success,OT-374335,AYAM SERAYU - CABANG 2,Take Away,Dimas,,,DRINK07,Jus Alpukat,Minuman,2,"15,000","30,000",0,"30,000",0,0,0,0,0,0,"146,000",Qris ShopeePay,0,"146,000",,,,PWN-PCTZNV,,,,,,
01-12-2025 11:07:16,PCTZNV5DIYYA,Success,OT-374335,AYAM SERAYU - CABANG 2,Take Away,Dimas,,,FOOD002,Ayam Goreng Serayu - Paha,Makanan,1,"29,000","29,000",0,"29,000",0,0,0,0,0,0,"146,000",Qris ShopeePay,0,"146,000",,,,PWN-PCTZNV,,,,,,
01-12-2025 11:07:16,PCTZNV5DIYYA,Success,OT-374335,AYAM SERAYU - CABANG 2,Take Away,Dimas,,,DRINK05,Air Mineral Botol,Minuman,1,"6,000","6,000",0,"6,000",0,0,0,0,0,0,"146,000",Qris ShopeePay,0,"146,000",,,,PWN-PCTZNV,,,,,,
01-12-2025 11:07:16,PCTZNV5DIYYA,Success,OT-374335,AYAM SERAYU - CABANG 2,Take Away,Dimas,,,FOOD007,Bebek Goreng - Dada,Makanan,1,"35,000","35,000",0,"35,000",0,0,0,0,0,0,"146,000",Qris ShopeePay,0,"146,000",,,,PWN-PCTZNV,,,,,,
01-12-2025 11:07:16,PCTZNV5DIYYA,Success,OT-374335,AYAM SERAYU - CABANG 2,Take Away,Dimas,,,SNACK08,Sambal Dadak,Makanan,2,"4,000","8,000",0,"8,000",0,0,0,0,0,0,"146,000",Qris ShopeePay,0,"146,000",,,,PWN-PCTZNV,,,,,,
01-12-2025 11:07:16,PCTZNV5DIYYA,Success,OT-374335,AYAM SERAYU - CABANG 2,Take Away,Dimas,,,DRINK07,Jus Alpukat,Minuman,1,"15,000","15,000",0,"15,000",0,0,0,0,0,0,"146,000",Qris ShopeePay,0,"146,000",,,,PWN-PCTZNV,,,,,,
01-12-2025 11:07:16,PCTZNV5DIYYA,Success,OT-374335,AYAM SERAYU - CABANG 2,Take Away,Dimas,,,FOOD009,Lele Goreng Crispy,Makanan,1,"20,000","20,000",0,"20,000",0,0,0,0,0,0,"146,000",Qris ShopeePay,0,"146,000",,,,PWN-PCTZNV,,,,,,
01-12-2025 11:07:16,PCTZNV5DIYYA,Success,OT-374335,AYAM SERAYU - CABANG 2,Take Away,Dimas,,,SNACK05,Tempe Goreng,Makanan,1,"3,000","3,000",0,"3,000",0,0,0,0,0,0,"146,000",Qris ShopeePay,0,"146,000",,,,PWN-PCTZNV,,,,,,
01-12-2025 11:08:22,5338H5Z9IZUN,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Budi,,,FOOD006,Ayam Bakar Madu - Paha,Makanan,1,"31,000","31,000",0,"31,000",0,0,0,0,0,0,"76,000",Qris ShopeePay,0,"76,000",,,,PWN-5338H5,,,,,,
01-12-2025 11:08:22,5338H5Z9IZUN,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Budi,,,SNACK04,Tahu Goreng,Makanan,1,"3,000","3,000",0,"3,000",0,0,0,0,0,0,"76,000",Qris ShopeePay,0,"76,000",,,,PWN-5338H5,,,,,,
01-12-2025 11:08:22,5338H5Z9IZUN,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Budi,,,DRINK01,Es Teh Manis,Minuman,2,"6,000","12,000",0,"12,000",0,0,0,0,0,0,"76,000",Qris ShopeePay,0,"76,000",,,,PWN-5338H5,,,,,,
01-12-2025 11:08:22,5338H5Z9IZUN,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Budi,,,FOOD003,Ayam Goreng Kremes - Dada,Makanan,1,"30,000","30,000",0,"30,000",0,0,0,0,0,0,"76,000",Qris ShopeePay,0,"76,000",,,,PWN-5338H5,,,,,,
01-12-2025 11:09:24,9UM9MDHCWZH4,Success,OT-374333,AYAM SERAYU - PUSAT,Online Delivery,Dimas,,,DRINK10,Es Kopi Susu,Minuman,1,"12,000","12,000",0,"12,000",0,0,0,0,0,0,"82,000",Qris Gopay,0,"82,000",,,,PWN-9UM9MD,GRB-8971,,,,,
01-12-2025 11:09:24,9UM9MDHCWZH4,Success,OT-374333,AYAM SERAYU - PUSAT,Online Delivery,Dimas,,,FOOD009,Lele Goreng Crispy,Makanan,2,"20,000","40,000",0,"40,000",0,0,0,0,0,0,"82,000",Qris Gopay,0,"82,000",,,,PWN-9UM9MD,GRB-2755,,,,,
01-12-2025 11:09:24,9UM9MDHCWZH4,Success,OT-374333,AYAM SERAYU - PUSAT,Online Delivery,Dimas,,,SNACK05,Tempe Goreng,Makanan,2,"3,000","6,000",0,"6,000",0,0,0,0,0,0,"82,000",Qris Gopay,0,"82,000",,,,PWN-9UM9MD,GRB-8754,,,,,
01-12-2025 11:09:24,9UM9MDHCWZH4,Success,OT-374333,AYAM SERAYU - PUSAT,Online Delivery,Dimas,,,DRINK10,Es Kopi Susu,Minuman,2,"12,000","24,000",0,"24,000",0,0,0,0,0,0,"82,000",Qris Gopay,0,"82,000",,,,PWN-9UM9MD,GRB-9569,,,,,
01-12-2025 11:13:34,54X4GAU976US,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Rina,,,SNACK05,Tempe Goreng,Makanan,1,"3,000","3,000",0,"3,000",0,0,0,0,0,0,"38,000",Tunai,0,"38,000",,,,PWN-54X4GA,,,,,,
01-12-2025 11:13:34,54X4GAU976US,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Rina,,,SNACK04,Tahu Goreng,Makanan,2,"3,000","6,000",0,"6,000",0,0,0,0,0,0,"38,000",Tunai,0,"38,000",,,,PWN-54X4GA,,,,,,
01-12-2025 11:13:34,54X4GAU976US,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Rina,,,SNACK05,Tempe Goreng,Makanan,3,"3,000","9,000",0,"9,000",0,0,0,0,0,0,"38,000",Tunai,0,"38,000",,,,PWN-54X4GA,,,,,,
01-12-2025 11:13:34,54X4GAU976US,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Rina,,,FOOD009,Lele Goreng Crispy,Makanan,1,"20,000","20,000",0,"20,000",0,0,0,0,0,0,"38,000",Tunai,0,"38,000",,,,PWN-54X4GA,,,,,,
01-12-2025 11:14:23,H2L2SVM2PHXQ,Success,OT-374333,AYAM SERAYU - PUSAT,Dine in,Rina,,Cust_248,SNACK02,Usus Goreng Crispy,Makanan,1,"19,000","19,000",0,"19,000",0,0,0,0,0,0,"64,000",Qris ShopeePay,0,"64,000",,,,PWN-H2L2SV,,,,,,
01-12-2025 11:14:23,H2L2SVM2PHXQ,Success,OT-374333,AYAM SERAYU - PUSAT,Dine in,Rina,,Cust_248,SNACK03,Jamur Enoki Crispy,Makanan,1,"15,000","15,000",0,"15,000",0,0,0,0,0,0,"64,000",Qris ShopeePay,0,"64,000",,,,PWN-H2L2SV,,,,,,
01-12-2025 11:14:23,H2L2SVM2PHXQ,Success,OT-374333,AYAM SERAYU - PUSAT,Dine in,Rina,,Cust_248,FOOD004,Ayam Goreng Kremes - Paha,Makanan,1,"30,000","30,000",0,"30,000",0,0,0,0,0,0,"64,000",Qris ShopeePay,0,"64,000",,,,PWN-H2L2SV,,,,,,
01-12-2025 11:20:47,J34TYD9DP0I3,Success,OT-374335,AYAM SERAYU - CABANG 2,Online Delivery,Rina,,,SNACK05,Tempe Goreng,Makanan,1,"3,000","3,000",0,"3,000",0,0,0,0,0,0,"23,000",Tunai,0,"23,000",,,,PWN-J34TYD,GRB-4600,,,,,
